Sample ID (TARA_barcode#, registered at ...)	Sample ID (BioSamples accession number (...)	Sample ID (ENA sample accession number (...)	Basis	Campaign	Station (TARA_station#, registered at ...)	Method/Device	Event	Date/Time	Latitude	Longitude	Env feature ([abbreviation], full name (EN...)	Depth, nominal (from which this sample was co...)	Depth top [m] (from which this sample was co...)	Depth bot [m] (from which this sample was co...)	Fraction lower [µm] (used on board to prepare samp...)	Fraction upper [µm] (used on board to prepare samp...)	Sample material (TARA_station#_environmental-f...)	Sample method (short label describing the ta...)	Sample label (TARA_event-datetime_station#_...)	Env feature (about the thickness of the la...)	Env feature (about the pelagic zone (e.g. ...)	Env feature (about the light environment (...)	Env feature (about the oxygen environment ...)	Env feature (about the nutrient environmen...)	Env feature (about the aggregation of phot...)	Env feature (about vertical stratification...)	Env feature (about connectivity with the b...)	Env feature (about other information provi...)	Env feature (about the oxygen environment ...)	Env feature (about the nutrient environmen...)	Env feature (about the aggregation of phot...)	Kd490 [1/m] (at the sampling location and ...)	Kd490 [1/m] (at the sampling location for ...)	Kd490 [1/m] (at the sampling location for ...)	Kd490 [1/m] (at the sampling location for ...)	Kd490 [1/m] (at the sampling location for ...)	bbp470 [1/m] ((443 nm) at the sampling loca...)	acCDOM [1/m] ((443 nm) at the sampling loca...)	Kd(PAR) [1/m] (Kd(PAR)1 is calculated for a ...)	Kd(PAR) [1/m] (Kd(PAR)2 is calculated for a ...)	z(SD) [m] (Measured in situ)	z(eu) [m] (at the sampling location for ...)	z(eu) [m] (zeu(0.415) is the depth of th...)	z(eu) [m] (zeu(0.415) is the depth of th...)	z(eu) [m] (zeu(0.415) is the depth of th...)	UMLD [m] (based on sigma theta, calcula...)	UMLD [m] (based on temperature, calcula...)	D chl m [m] (calculated from in situ senso...)	Depth max Brunt Väisälä freq [m] (calculated from in situ senso...)	Depth max O2 [m] (calculated from in situ senso...)	Depth min O2 [m] (calculated from in situ senso...)	Depth nitracline [m] (calculated from in situ senso...)	Temp [°C] (at a depth of 10 m, below the...)	Temp [°C] (at the base of the euphotic z...)	Temp [°C] (at the base of the euphotic z...)	Temp [°C] (at the depth of the mixed lay...)	Temp [°C] (at the depth of the mixed lay...)	Temp [°C] (at the depth of maximum chlor...)	Temp [°C] (at the depth of maximum Brunt...)	Temp [°C] (at the depth of maximum oxyge...)	Temp [°C] (at the depth of minimum oxyge...)	Temp [°C] (at the depth of the nitraclin...)	Sal (at a depth of 10 m, below the...)	Sal (at the base of the euphotic z...)	Sal (at the base of the euphotic z...)	Sal (at the depth of the mixed lay...)	Sal (at the depth of the mixed lay...)	Sal (at the depth of maximum chlor...)	Sal (at the depth of maximum Brunt...)	Sal (at the depth of maximum oxyge...)	Sal (at the depth of minimum oxyge...)	Sal (at the depth of the nitraclin...)	Sigma-theta [kg/m**3] (at a depth of 10 m, below the...)	Sigma-theta [kg/m**3] (at the base of the euphotic z...)	Sigma-theta [kg/m**3] (at the base of the euphotic z...)	Sigma-theta [kg/m**3] (at the depth of the mixed lay...)	Sigma-theta [kg/m**3] (at the depth of the mixed lay...)	Sigma-theta [kg/m**3] (at the depth of maximum chlor...)	Sigma-theta [kg/m**3] (at the depth of maximum Brunt...)	Sigma-theta [kg/m**3] (at the depth of maximum oxyge...)	Sigma-theta [kg/m**3] (at the depth of minimum oxyge...)	Sigma-theta [kg/m**3] (at the depth of the nitraclin...)	N**2 [1/s**2] (at a depth of 10 m, below the...)	N**2 [1/s**2] (at the base of the euphotic z...)	N**2 [1/s**2] (at the base of the euphotic z...)	N**2 [1/s**2] (at the depth of the mixed lay...)	N**2 [1/s**2] (at the depth of the mixed lay...)	N**2 [1/s**2] (at the depth of maximum chlor...)	N**2 [1/s**2] (at the depth of maximum Brunt...)	N**2 [1/s**2] (at the depth of maximum oxyge...)	N**2 [1/s**2] (at the depth of minimum oxyge...)	N**2 [1/s**2] (at the depth of the nitraclin...)	Chl a [mg/m**3] (at a depth of 10 m, below the...)	Chl a [mg/m**3] (at the base of the euphotic z...)	Chl a [mg/m**3] (at the base of the euphotic z...)	Chl a [mg/m**3] (at the depth of the mixed lay...)	Chl a [mg/m**3] (at the depth of the mixed lay...)	Chl a [mg/m**3] (at the depth of maximum chlor...)	Chl a [mg/m**3] (at the depth of maximum Brunt...)	Chl a [mg/m**3] (at the depth of maximum oxyge...)	Chl a [mg/m**3] (at the depth of minimum oxyge...)	Chl a [mg/m**3] (at the depth of the nitraclin...)	OXYGEN [µmol/kg] (at a depth of 10 m, below the...)	OXYGEN [µmol/kg] (at the base of the euphotic z...)	OXYGEN [µmol/kg] (at the base of the euphotic z...)	OXYGEN [µmol/kg] (at the depth of the mixed lay...)	OXYGEN [µmol/kg] (at the depth of the mixed lay...)	OXYGEN [µmol/kg] (at the depth of maximum chlor...)	OXYGEN [µmol/kg] (at the depth of maximum Brunt...)	OXYGEN [µmol/kg] (at the depth of maximum oxyge...)	OXYGEN [µmol/kg] (at the depth of minimum oxyge...)	OXYGEN [µmol/kg] (at the depth of the nitraclin...)	[NO3]- [µmol/l] (at a depth of 10 m, below the...)	[NO3]- [µmol/l] (at the base of the euphotic z...)	[NO3]- [µmol/l] (at the base of the euphotic z...)	[NO3]- [µmol/l] (at the depth of the mixed lay...)	[NO3]- [µmol/l] (at the depth of the mixed lay...)	[NO3]- [µmol/l] (at the depth of maximum chlor...)	[NO3]- [µmol/l] (at the depth of maximum Brunt...)	[NO3]- [µmol/l] (at the depth of maximum oxyge...)	[NO3]- [µmol/l] (at the depth of minimum oxyge...)	[NO3]- [µmol/l] (at the depth of the nitraclin...)
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN.tab:TARA_R100001163	SAMEA2621285	ERS490704	SV Tara	TARA_20101031Z	TARA_078	Rosette Vertical Sampling System	TARA_20101104T1816Z_078_Combined-EVENTS_CAST	2010-11-04T18:16	-30.1484	-43.2705	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	120	118	122	<0.22	0.22	TARA_078_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101104T1816Z_078_Combined-EVENTS_CAST_DCM_(120m)_SEQ-(FeCl3)_W<0.22_R100001163	Trades Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SATL] South Atlantic Gyral Province (MRGID:21459)	0	1	365	365	spring	middle	descending	0.04	day	802	61.68	58.560814	55.1268825531006	51.30902	20.8267705	0.000862562	6.4583E-05	0.017718557	0.004403442	0.012364627	0.006439829	0.001974124	0.001417574		0.069664072245359	19.6634	1.737209334		352.555	0.051122955977917	38.968807220459	0.000203360694286	-3879	-28.4444	-48.7333	564.404	1.5442	7.603E-06	8.645021	-6.42114	0.053558	0.14819	5.777778	-41.647227	-23.741772	68	-24.631241	-42.963714																																																				
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN.tab:TARA_B100000745	SAMEA2621287	ERS490714	SV Tara	TARA_20101031Z	TARA_078	Rosette Vertical Sampling System	TARA_20101105T1235Z_078_Combined-EVENTS_CAST	2010-11-05T12:33	-30.1471	-43.2915	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	798	802	0.22	3	TARA_078_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20101105T1235Z_078_Combined-EVENTS_CAST_MES_(800m)_SEQ-(100L)_W0.22-3_B100000745	Trades Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SATL] South Atlantic Gyral Province (MRGID:21459)	0	1	365	365	spring	middle	descending	0.01	day	804		58.560814	54.6001319885254	51.30902	20.8267705	0.000862562	6.4583E-05	0.017718557	0.004403442	0.012364627	0.006439829	0.001974124	0.001417574		0.067087009549141	20.5432	1.737209334		352.555	0.051237899810076	38.6280517578125	0.000196519125893	-3883	-28.4444	-48.7333	564.921	1.6142	7.777E-06	8.645021	-6.42114	0.053558	0.14819	5.777778	-41.647227	-23.741772	68	-24.631241	-42.963714																																																				
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN.tab:TARA_N000001504	SAMEA2621298	ERS490725	SV Tara	TARA_20101031Z	TARA_078	Rosette Vertical Sampling System	TARA_20101105T1235Z_078_Combined-EVENTS_CAST	2010-11-05T12:33	-30.1471	-43.2915	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	798	802	0.8	3	TARA_078_MES_0.8-3	SEQ-(100L-or-15min)_W0.8-3	TARA_20101105T1235Z_078_Combined-EVENTS_CAST_MES_(800m)_SEQ-(100L-or-15min)_W0.8-3_N000001504	Trades Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SATL] South Atlantic Gyral Province (MRGID:21459)	0	1	365	365	spring	middle	descending	0.01	day	804		58.560814	54.6001319885254	51.30902	20.8267705	0.000862562	6.4583E-05	0.017718557	0.004403442	0.012364627	0.006439829	0.001974124	0.001417574		0.067087009549141	20.5432	1.737209334		352.555	0.051237899810076	38.6280517578125	0.000196519125893	-3883	-28.4444	-48.7333	564.921	1.6142	7.777E-06	8.645021	-6.42114	0.053558	0.14819	5.777778	-41.647227	-23.741772	68	-24.631241	-42.963714																																																				
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN.tab:TARA_Y100001001	SAMEA2621295	ERS490722	SV Tara	TARA_20101031Z	TARA_078	Rosette Vertical Sampling System	TARA_20101105T1235Z_078_Combined-EVENTS_CAST	2010-11-05T12:33	-30.1471	-43.2915	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	798	802	0.45	0.8	TARA_078_MES_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20101105T1235Z_078_Combined-EVENTS_CAST_MES_(800m)_SEQ-(dry)_W0.45-0.8_Y100001001	Trades Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SATL] South Atlantic Gyral Province (MRGID:21459)	0	1	365	365	spring	middle	descending	0.01	day	804		58.560814	54.6001319885254	51.30902	20.8267705	0.000862562	6.4583E-05	0.017718557	0.004403442	0.012364627	0.006439829	0.001974124	0.001417574		0.067087009549141	20.5432	1.737209334		352.555	0.051237899810076	38.6280517578125	0.000196519125893	-3883	-28.4444	-48.7333	564.921	1.6142	7.777E-06	8.645021	-6.42114	0.053558	0.14819	5.777778	-41.647227	-23.741772	68	-24.631241	-42.963714																																																				
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN.tab:TARA_R100001143	SAMEA2621300	ERS490727	SV Tara	TARA_20101031Z	TARA_078	Rosette Vertical Sampling System	TARA_20101105T1235Z_078_Combined-EVENTS_CAST	2010-11-05T12:33	-30.1471	-43.2915	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	798	802	<0.22	0.22	TARA_078_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101105T1235Z_078_Combined-EVENTS_CAST_MES_(800m)_SEQ-(FeCl3)_W<0.22_R100001143	Trades Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SATL] South Atlantic Gyral Province (MRGID:21459)	0	1	365	365	spring	middle	descending	0.01	day	804		58.560814	54.6001319885254	51.30902	20.8267705	0.000862562	6.4583E-05	0.017718557	0.004403442	0.012364627	0.006439829	0.001974124	0.001417574		0.067087009549141	20.5432	1.737209334		352.555	0.051237899810076	38.6280517578125	0.000196519125893	-3883	-28.4444	-48.7333	564.921	1.6142	7.777E-06	8.645021	-6.42114	0.053558	0.14819	5.777778	-41.647227	-23.741772	68	-24.631241	-42.963714																																																				
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN.tab:TARA_B100000768	SAMEA2621401	ERS490885	SV Tara	TARA_20101126Z	TARA_082	High Volume Peristaltic Pump	TARA_20101206T1033Z_082_EVENT_PUMP	2010-12-06T10:33	-47.1863	-58.2902	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_082_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20101206T1033Z_082_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100000768	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[FKLD] Southwest Atlantic Shelves Province (MRGID:21469)	0	1	365	365	spring	late	ascending	0.01	day	945		53.899456	58.3975048065186	60.358685	7.93045	0.000290781	0.000323699	0.125833504	0.16916748	0.274188709	0.185971785	6.387227853	2.48898024		0.655533403158188	29.5811	1.615979324		750.169	0.393134400248528	130.012275695801	0.001403099508025	-2858	-51.2556	-58.9333	835.6982	1.211	0.00021411	-10.980902	8.969104	0.056052	0.202122	0			120	-48.025666	-54.340038																																																				
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN.tab:TARA_R100000541	SAMEA2621416	ERS490900	SV Tara	TARA_20101126Z	TARA_082	High Volume Peristaltic Pump	TARA_20101206T1033Z_082_EVENT_PUMP	2010-12-06T10:33	-47.1863	-58.2902	[SRF] surface water layer (ENVO:00010504)	5	3	7	<0.22	0.22	TARA_082_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101206T1033Z_082_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000541	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[FKLD] Southwest Atlantic Shelves Province (MRGID:21469)	0	1	365	365	spring	late	ascending	0.01	day	945		53.899456	58.3975048065186	60.358685	7.93045	0.000290781	0.000323699	0.125833504	0.16916748	0.274188709	0.185971785	6.387227853	2.48898024		0.655533403158188	29.5811	1.615979324		750.169	0.393134400248528	130.012275695801	0.001403099508025	-2858	-51.2556	-58.9333	835.6982	1.211	0.00021411	-10.980902	8.969104	0.056052	0.202122	0			120	-48.025666	-54.340038																																																				
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN.tab:TARA_B100000767	SAMEA2621423	ERS490928	SV Tara	TARA_20101126Z	TARA_082	High Volume Peristaltic Pump	TARA_20101206T1858Z_082_EVENT_PUMP	2010-12-06T18:58	-47.2007	-57.9446	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	0.22	3	TARA_082_DCM_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20101206T1858Z_082_EVENT_PUMP_DCM_(40m)_SEQ-(10L-or-15min)_W0.22-3_B100000767	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[FKLD] Southwest Atlantic Shelves Province (MRGID:21469)	0	1	365	365	spring	late	ascending	0.01	day	945		56.342842	56.72287940979	60.47903	8.2061365	0.000290781	0.000323699	0.125833504	0.16916748	0.274188709	0.185971785	6.387227853	2.48898024		0.488230526447296	58.0487	1.615979324		776.804	0.377556443214417	107.016181945801	0.001290148182306	-3510	-51.2556	-58.9333	455.529	0.82188	5.404E-06	-10.980902	8.969104	0.056052	0.202122	0			120	-48.025666	-54.340038																																																				
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN.tab:TARA_R100000544	SAMEA2621448	ERS490953	SV Tara	TARA_20101126Z	TARA_082	High Volume Peristaltic Pump	TARA_20101206T1858Z_082_EVENT_PUMP	2010-12-06T18:58	-47.2007	-57.9446	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	<0.22	0.22	TARA_082_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101206T1858Z_082_EVENT_PUMP_DCM_(40m)_SEQ-(FeCl3)_W<0.22_R100000544	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[FKLD] Southwest Atlantic Shelves Province (MRGID:21469)	0	1	365	365	spring	late	ascending	0.01	day	945		56.342842	56.72287940979	60.47903	8.2061365	0.000290781	0.000323699	0.125833504	0.16916748	0.274188709	0.185971785	6.387227853	2.48898024		0.488230526447296	58.0487	1.615979324		776.804	0.377556443214417	107.016181945801	0.001290148182306	-3510	-51.2556	-58.9333	455.529	0.82188	5.404E-06	-10.980902	8.969104	0.056052	0.202122	0			120	-48.025666	-54.340038																																																				
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN.tab:TARA_B100000780	SAMEA2621487	ERS491001	SV Tara	TARA_20101231Z	TARA_084	High Volume Peristaltic Pump	TARA_20110103T1105Z_084_EVENT_PUMP	2011-01-03T11:05	-60.2287	-60.6476	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_084_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110103T1105Z_084_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100000780	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)	0	1	365	365	spring	late	descending	0.01	day	1122	38.66033	40.977516	37.7265701293945	36.280083	1.401179125	8.826E-06	2.614E-06	0.096893812	0.013919098	0.217055053	0.053063321	19.89227422	0.674549971		0.171300821006298	36.464	0.665650276		132.631	0.15010829269886	52.0462245941162	0.000287958915578	-3983	-61.9472	-58.5	15.0017	3.3784		18.290298	-1.02358	-0.48219	0.082884	1.972222			120	-60.35897	-63.233539																																																				
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN.tab:TARA_R100000935	SAMEA2621502	ERS491016	SV Tara	TARA_20101231Z	TARA_084	High Volume Peristaltic Pump	TARA_20110103T1105Z_084_EVENT_PUMP	2011-01-03T11:05	-60.2287	-60.6476	[SRF] surface water layer (ENVO:00010504)	5	3	7	<0.22	0.22	TARA_084_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20110103T1105Z_084_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000935	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)	0	1	365	365	spring	late	descending	0.01	day	1122	38.66033	40.977516	37.7265701293945	36.280083	1.401179125	8.826E-06	2.614E-06	0.096893812	0.013919098	0.217055053	0.053063321	19.89227422	0.674549971		0.171300821006298	36.464	0.665650276		132.631	0.15010829269886	52.0462245941162	0.000287958915578	-3983	-61.9472	-58.5	15.0017	3.3784		18.290298	-1.02358	-0.48219	0.082884	1.972222			120	-60.35897	-63.233539																																																				
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN.tab:TARA_B100000787	SAMEA2621509	ERS491044	SV Tara	TARA_20101231Z	TARA_085	High Volume Peristaltic Pump	TARA_20110106T1038Z_085_EVENT_PUMP	2011-01-06T10:38	-62.0385	-49.529	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_085_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110106T1038Z_085_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100000787	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)	0	1	365	365	summer	early	ascending	0.05	day	1157	18.083782	33.40068	30.1221466064453	30.518652	-0.474134375	0.000451463	0.000102504	0.007686064	0.004969983	0.042774215	0.027294342	26.6249059	2.489831213		0.134076401591301	45.3945	1.092564894		110.88225		46.9334907531738	0.000149058832903	-3319	-60.6333	-46.0505	200.5774	0.27081	0.0001592	1.86434	-0.187659	-0.012327	0.02576	19.777778			120	-62.121827	-50.5038																																																				
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN.tab:TARA_R100001369	SAMEA2621528	ERS491063	SV Tara	TARA_20101231Z	TARA_085	High Volume Peristaltic Pump	TARA_20110106T1038Z_085_EVENT_PUMP	2011-01-06T10:38	-62.0385	-49.529	[SRF] surface water layer (ENVO:00010504)	5	3	7	<0.22	0.22	TARA_085_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20110106T1038Z_085_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100001369	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)	0	1	365	365	summer	early	ascending	0.05	day	1157	18.083782	33.40068	30.1221466064453	30.518652	-0.474134375	0.000451463	0.000102504	0.007686064	0.004969983	0.042774215	0.027294342	26.6249059	2.489831213		0.134076401591301	45.3945	1.092564894		110.88225		46.9334907531738	0.000149058832903	-3319	-60.6333	-46.0505	200.5774	0.27081	0.0001592	1.86434	-0.187659	-0.012327	0.02576	19.777778			120	-62.121827	-50.5038																																																				
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN.tab:TARA_B100000795	SAMEA2621536	ERS491095	SV Tara	TARA_20101231Z	TARA_085	Rosette Vertical Sampling System	TARA_20110106T1936Z_085_Combined-EVENTS_CAST	2011-01-06T19:34	-62.2231	-49.2139	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	90	80	98	0.22	3	TARA_085_DCM_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110106T1936Z_085_Combined-EVENTS_CAST_DCM_(90m)_SEQ-(10L-or-15min)_W0.22-3_B100000795	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)	0	1	365	365	summer	early	ascending	0.05	day	1162	26.865232	34.09708	30.3370170593262	30.64844	-0.5871515	0.000451463	0.000102504	0.007686064	0.004969983	0.042774215	0.027294342	26.6249059	2.489831213	0.98763	0.14715214073658	49.5816	1.092564894		110.189		49.7448806762695	7.0475100073963E-05	-3335	-60.6427	-46.0333	242.3684	0.46757	1.308E-06	1.86434	-0.187659	-0.012327	0.02576	19.777778			120	-62.121827	-50.5038																																																				
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN.tab:TARA_R100001377	SAMEA2621548	ERS491107	SV Tara	TARA_20101231Z	TARA_085	Rosette Vertical Sampling System	TARA_20110106T1936Z_085_Combined-EVENTS_CAST	2011-01-06T19:34	-62.2231	-49.2139	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	90	80	98	<0.22	0.22	TARA_085_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20110106T1936Z_085_Combined-EVENTS_CAST_DCM_(90m)_SEQ-(FeCl3)_W<0.22_R100001377	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)	0	1	365	365	summer	early	ascending	0.05	day	1162	26.865232	34.09708	30.3370170593262	30.64844	-0.5871515	0.000451463	0.000102504	0.007686064	0.004969983	0.042774215	0.027294342	26.6249059	2.489831213	0.98763	0.14715214073658	49.5816	1.092564894		110.189		49.7448806762695	7.0475100073963E-05	-3335	-60.6427	-46.0333	242.3684	0.46757	1.308E-06	1.86434	-0.187659	-0.012327	0.02576	19.777778			120	-62.121827	-50.5038																																																				
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN.tab:TARA_B100000809	SAMEA2621551	ERS491110	SV Tara	TARA_20101231Z	TARA_085	Rosette Vertical Sampling System	TARA_20110107T1041Z_085_Combined-EVENTS_CAST	2011-01-07T10:39	-61.9689	-49.5017	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	790	782	800	0.22	3	TARA_085_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110107T1041Z_085_Combined-EVENTS_CAST_MES_(790m)_SEQ-(100L)_W0.22-3_B100000809	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)	0	1	365	365	summer	early	ascending	0.1	day	1152	38.05391	33.40068	31.5684871673584	30.518652	-0.5269235	0.000451463	0.000102504	0.007686064	0.004969983	0.042774215	0.027294342	26.6249059	2.489831213		0.177964299917221	60.7019	1.092564894		110.88225		53.4625244140625	0.000178454247362	-3331	-60.6333	-46.0505	245.2218	0.50692	8.28E-07	1.86434	-0.187659	-0.012327	0.02576	19.777778			120	-62.121827	-50.5038																																																				
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN.tab:TARA_N000001044	SAMEA2621562	ERS491121	SV Tara	TARA_20101231Z	TARA_085	Rosette Vertical Sampling System	TARA_20110107T1041Z_085_Combined-EVENTS_CAST	2011-01-07T10:39	-61.9689	-49.5017	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	790	782	800	0.8	3	TARA_085_MES_0.8-3	SEQ-(100L-or-15min)_W0.8-3	TARA_20110107T1041Z_085_Combined-EVENTS_CAST_MES_(790m)_SEQ-(100L-or-15min)_W0.8-3_N000001044	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)	0	1	365	365	summer	early	ascending	0.1	day	1152	38.05391	33.40068	31.5684871673584	30.518652	-0.5269235	0.000451463	0.000102504	0.007686064	0.004969983	0.042774215	0.027294342	26.6249059	2.489831213		0.177964299917221	60.7019	1.092564894		110.88225		53.4625244140625	0.000178454247362	-3331	-60.6333	-46.0505	245.2218	0.50692	8.28E-07	1.86434	-0.187659	-0.012327	0.02576	19.777778			120	-62.121827	-50.5038																																																				
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN.tab:TARA_R100001244	SAMEA2621564	ERS491123	SV Tara	TARA_20101231Z	TARA_085	Rosette Vertical Sampling System	TARA_20110107T1041Z_085_Combined-EVENTS_CAST	2011-01-07T10:39	-61.9689	-49.5017	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	790	782	800	<0.22	0.22	TARA_085_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20110107T1041Z_085_Combined-EVENTS_CAST_MES_(790m)_SEQ-(FeCl3)_W<0.22_R100001244	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)	0	1	365	365	summer	early	ascending	0.1	day	1152	38.05391	33.40068	31.5684871673584	30.518652	-0.5269235	0.000451463	0.000102504	0.007686064	0.004969983	0.042774215	0.027294342	26.6249059	2.489831213		0.177964299917221	60.7019	1.092564894		110.88225		53.4625244140625	0.000178454247362	-3331	-60.6333	-46.0505	245.2218	0.50692	8.28E-07	1.86434	-0.187659	-0.012327	0.02576	19.777778			120	-62.121827	-50.5038																																																				
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN.tab:TARA_B100001063	SAMEA2621779	ERS491421	SV Tara	TARA_20110311Z	TARA_093	High Volume Peristaltic Pump	TARA_20110312T1134Z_093_EVENT_PUMP	2011-03-12T11:34	-34.0614	-73.1066	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_093_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110312T1134Z_093_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100001063	Coastal Biome	[SPO] South Pacific Ocean (MRGID:1910)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	0	1	365	365	summer	late	ascending	0.45	day	746	50.05267	41.00025	39.1881256103516	42.759144	18.45601	3.974E-06	4.47E-07	0.040871163	0.012804969	0.175246051	0.095507139	11.33696842	1.00006806	1.82307	0.86044305562973	19.8401	1.292856097		1547.255	0.407871335744858	154.387619018555	0.000769762147684	-5030	-34.1667	-72.0247	41.3902	2.1058		4.738948	-4.678504	0.061918		3.25	-72.642651	-35.181114	63	-34.302478	-73.496846																																																				
